mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13,mfcc_delta_mean_1,mfcc_delta_std_1,mfcc_delta_mean_2,mfcc_delta_std_2,mfcc_delta_mean_3,mfcc_delta_std_3,mfcc_delta_mean_4,mfcc_delta_std_4,mfcc_delta_mean_5,mfcc_delta_std_5,mfcc_delta_mean_6,mfcc_delta_std_6,mfcc_delta_mean_7,mfcc_delta_std_7,mfcc_delta_mean_8,mfcc_delta_std_8,mfcc_delta_mean_9,mfcc_delta_std_9,mfcc_delta_mean_10,mfcc_delta_std_10,mfcc_delta_mean_11,mfcc_delta_std_11,mfcc_delta_mean_12,mfcc_delta_std_12,mfcc_delta_mean_13,mfcc_delta_std_13,mfcc_delta2_mean_1,mfcc_delta2_std_1,mfcc_delta2_mean_2,mfcc_delta2_std_2,mfcc_delta2_mean_3,mfcc_delta2_std_3,mfcc_delta2_mean_4,mfcc_delta2_std_4,mfcc_delta2_mean_5,mfcc_delta2_std_5,mfcc_delta2_mean_6,mfcc_delta2_std_6,mfcc_delta2_mean_7,mfcc_delta2_std_7,mfcc_delta2_mean_8,mfcc_delta2_std_8,mfcc_delta2_mean_9,mfcc_delta2_std_9,mfcc_delta2_mean_10,mfcc_delta2_std_10,mfcc_delta2_mean_11,mfcc_delta2_std_11,mfcc_delta2_mean_12,mfcc_delta2_std_12,mfcc_delta2_mean_13,mfcc_delta2_std_13,chroma_mean_1,chroma_std_1,chroma_mean_2,chroma_std_2,chroma_mean_3,chroma_std_3,chroma_mean_4,chroma_std_4,chroma_mean_5,chroma_std_5,chroma_mean_6,chroma_std_6,chroma_mean_7,chroma_std_7,chroma_mean_8,chroma_std_8,chroma_mean_9,chroma_std_9,chroma_mean_10,chroma_std_10,chroma_mean_11,chroma_std_11,chroma_mean_12,chroma_std_12,spec_contrast_mean_1,spec_contrast_std_1,spec_contrast_mean_2,spec_contrast_std_2,spec_contrast_mean_3,spec_contrast_std_3,spec_contrast_mean_4,spec_contrast_std_4,spec_contrast_mean_5,spec_contrast_std_5,spec_contrast_mean_6,spec_contrast_std_6,spec_contrast_mean_7,spec_contrast_std_7,rms_mean,rms_std,zcr_mean,zcr_std,f0_mean,f0_std,f0_median,f0_iqr,category,file_name,augment_type
-263.57684,54.183388,155.059,30.070763,-124.42323,35.65498,13.122627,9.296501,32.110737,17.58409,-73.176674,13.500223,-12.669747,10.072098,10.589712,8.914154,-31.249304,10.386663,7.917148,9.427427,11.361523,9.021226,-22.166288,9.181881,-2.725028,11.594213,0.8434637,11.133799,0.18894973,5.64846,-0.39976415,5.838519,0.07024088,1.6160189,0.19863583,2.0697303,0.029544901,2.673449,0.038139742,1.9405291,-0.041152306,1.259939,-0.044851404,1.8810077,0.009641835,1.6468983,-0.11580201,1.5418075,-0.04427993,1.852302,0.09865156,1.839293,-0.26198137,5.863449,-0.24765734,2.9635835,0.12077388,2.9271238,-0.031382248,1.1279882,-0.06396786,0.9645624,0.10184401,1.3503909,0.017661091,1.0322671,-0.012971092,0.71861804,0.047546692,1.0493577,-0.0038067547,0.89838886,0.011723147,0.77481097,0.049276248,0.8772881,-0.0056496235,0.9458404,0.123342715,0.17632043,0.1753636,0.2202914,0.21988426,0.23723012,0.39350033,0.34911728,0.50769293,0.31922677,0.4708225,0.34155416,0.36537904,0.29516637,0.38777727,0.31177765,0.36566395,0.3253817,0.2753599,0.30651376,0.23795846,0.30971265,0.13758053,0.18108629,17.109715403989064,4.812753687156236,14.354882121623474,4.905062737038286,20.47607056831147,5.032586551586338,21.370577120207205,4.203520145365643,21.48017430967006,4.139881785726141,48.363408139232796,5.567452188196766,13.489902248546162,1.1520111592086446,0.10616987,0.047963534,0.17680700501399255,0.044069760157931036,467.0265552645912,121.51499648541727,437.4657864797208,116.75564684188993,hungry,3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430142784308-1.7-m-26-hu_speed1.10.wav,speed_1.10
-179.47653,56.78826,85.68314,29.865969,-78.04493,37.79094,5.367067,10.331943,18.739141,18.77024,-53.08005,14.629528,-18.947412,9.463261,6.238784,9.35114,-20.245985,10.535649,0.86952937,8.467345,9.738652,8.607134,-14.690909,9.212085,-6.840566,10.252293,0.66964906,10.384517,0.20100741,5.3286767,-0.39489633,5.620504,0.03266341,1.8272624,0.21081623,2.2130404,-0.01980111,2.8323982,-0.0076440373,1.7899109,-0.032753184,1.4028066,-0.06610806,1.7972898,0.006351602,1.3368766,-0.076890625,1.4572784,-0.055777423,1.743251,0.07452501,1.5950937,-0.22209923,6.519075,-0.108738035,3.1297214,0.03226062,3.3573198,-0.007778239,1.3528346,0.012591897,1.3056859,0.083927006,1.6552817,0.060445722,1.0455635,0.0049732723,0.85404575,0.016872505,1.1018628,0.006002061,0.71932393,0.0060100183,0.80562234,0.031447407,0.91218287,0.014055542,0.9272949,0.16742675,0.20839657,0.20835403,0.23045938,0.327085,0.32257992,0.47513083,0.35137373,0.4720675,0.33589736,0.38118735,0.31799686,0.36273575,0.3183504,0.38244858,0.32627174,0.31004477,0.3186052,0.2546715,0.32168013,0.18825324,0.25316468,0.12926713,0.16098207,13.793639002475594,4.530311870899909,13.59121641889165,5.116133536771823,20.2242650313326,5.384302593410265,20.98584557513617,4.576218065596072,21.312293882977716,4.847054373362498,24.686015736845164,5.706553525723373,13.413280852785634,0.9444467726698966,0.15863234,0.0789774,0.1882117319915254,0.05259882166479682,456.639315893972,98.01360594112644,439.99999999999994,101.2177354631512,hungry,3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430142784308-1.7-m-26-hu_noise0.003.wav,noise_0.003
-154.67719,51.89351,62.76802,27.710758,-64.01464,34.913082,3.8357897,9.540136,14.990331,18.587357,-45.59825,15.176108,-19.135935,9.474177,4.9606857,9.076737,-16.190561,10.148821,-0.66773534,8.141611,9.280139,8.723381,-11.864453,9.270948,-7.7724147,10.173743,0.5679546,9.470061,0.14772874,4.941711,-0.38363013,5.106857,0.03244817,1.6845373,0.21405548,2.1482043,-0.027345443,2.9248686,-0.033744205,1.774146,-0.03090949,1.4116708,-0.043117974,1.7556518,0.024635158,1.278566,-0.049537748,1.508703,-0.05376241,1.7863145,0.053800154,1.6248084,-0.17134492,6.016441,-0.07507403,2.9716182,0.021697953,3.130903,-0.011360637,1.1937048,-0.000573918,1.254126,0.075971745,1.7086382,0.06658284,1.0637963,0.015754499,0.8422994,0.0075115366,1.0862383,-0.0029319625,0.66944426,-0.006843146,0.83103955,0.019905306,0.92678916,0.029616592,0.9529345,0.18013471,0.22290115,0.22278795,0.24850897,0.33913714,0.32808366,0.4831713,0.35155022,0.47587395,0.33612892,0.3819222,0.31565714,0.36854306,0.32392335,0.3859441,0.3274352,0.3130276,0.3194542,0.26313946,0.32772908,0.19907384,0.26538366,0.14381078,0.18646641,12.826006931126164,4.294790309208102,13.141302207103696,4.823653121462836,19.970784009685094,5.18680822363317,20.71309479097193,4.764192228988777,21.039352050290873,4.816771168772579,21.99635672373188,5.248905450655127,13.469681955399905,0.9607557715409952,0.15884185,0.0786968,0.20449384269067797,0.06690450754008365,457.60198687530175,99.42454725628698,439.99999999999994,107.81827925139424,hungry,3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430142784308-1.7-m-26-hu_noise0.006.wav,noise_0.006
-456.6515,55.435585,126.71611,26.83269,-60.012672,25.126688,3.7362344,15.904241,6.823077,14.046898,-32.910564,18.95169,3.0569844,12.562734,-2.9593267,11.410927,-14.4392185,10.087907,6.6123247,6.624252,-8.777632,6.293306,-13.825,7.2941847,-1.0252038,7.423035,-0.10443257,7.9419165,-0.15059926,4.0121408,-0.11946846,3.5504186,-0.03028297,2.54868,0.03875155,2.014205,0.012926826,2.5702746,-0.05066476,1.9191331,-0.04877462,1.2497002,0.0024114582,1.1060698,0.030207224,0.91082335,0.006533168,1.0370845,-0.052187365,1.1800165,-0.045511574,1.2127075,-0.31384045,3.4366357,-0.14350711,2.0557506,0.13682097,1.5470115,0.03430127,1.3706545,0.03381985,1.0660521,0.082531355,1.1256257,0.008602409,1.0256588,0.0007805613,0.71104276,0.020701844,0.58833396,0.015058405,0.59940106,0.017135737,0.63458914,-0.013557714,0.59865224,-0.009534279,0.576747,0.40578076,0.26778257,0.4412334,0.2946144,0.47248995,0.30211145,0.5365355,0.3228684,0.4727988,0.28456336,0.51208436,0.2913401,0.54375964,0.2890625,0.564798,0.27064663,0.5867389,0.28004155,0.5802132,0.28608042,0.54646474,0.2970405,0.4647451,0.2860318,18.084437813456073,4.976144652522367,12.932393780432546,3.757981612137885,15.372842900891671,4.3426146102211325,15.622747378132132,4.1472674620556464,16.491022351269166,2.601294235662086,33.836540291399366,3.747446125280271,13.574183357139836,0.9952534728057726,0.0071641365,0.01090374,0.11657756505972697,0.033953089177739496,473.5258485372782,354.2738344200878,534.741336121908,771.0182790710988,hungry,F1AF5794-AD3B-4181-B010-AB835E5BDA64-1430441342-1_speed0.90.wav,speed_0.90
-460.3369,57.416325,136.6225,28.153341,-64.236435,25.707888,6.0194645,15.730308,8.093875,13.349982,-34.177547,18.647593,4.4266863,12.347824,-4.003902,10.915587,-15.195057,9.818109,7.838907,6.893101,-9.454064,6.7884116,-13.848472,6.4506464,-0.9668257,7.3453264,-0.16812827,8.82371,-0.16795187,4.381267,-0.08190555,3.9278197,-0.026125781,2.528559,0.05654221,1.9967194,0.020372447,2.6974955,-0.11134758,1.9098095,-0.08738845,1.2987775,0.04012851,1.219466,0.07391877,0.8823788,0.01476595,1.0114828,-0.062670894,1.1606239,-0.049752522,1.1976856,-0.41341856,3.7405906,-0.16390672,2.0687406,0.21561672,1.9188646,0.04028647,1.428632,0.020759428,1.0737666,0.09853649,1.2524551,0.0036771833,1.0901948,-0.0085751815,0.71343535,0.027600659,0.5828825,0.030528098,0.53666174,0.036406364,0.6020396,-0.0073578474,0.6046049,-0.011278307,0.5754594,0.39634475,0.26140732,0.46929437,0.30872688,0.49539948,0.29230046,0.56092674,0.3275528,0.49268532,0.28461206,0.5139157,0.28215453,0.54599637,0.2843064,0.57757187,0.27960002,0.5877453,0.29095906,0.5799953,0.2767132,0.5693849,0.31278965,0.42045537,0.26540214,18.042468179663267,5.413428007250076,13.01895816601407,3.6663128293704395,15.34713042835819,4.557085583578073,15.174372081755909,4.30296971585467,16.002324753440806,2.627516287496056,33.739049114361244,3.70512812141738,13.522025826007368,0.888096650894694,0.007381152,0.010625664,0.11340535481770833,0.03009392617791264,907.2499180672885,87.26711738633708,874.9315729594416,90.15236088369227,hungry,F1AF5794-AD3B-4181-B010-AB835E5BDA64-1430441342-1_speed1.10.wav,speed_1.10
-315.06268,41.056297,33.6097,24.084589,-5.8837605,19.398262,-3.2421148,12.421909,-1.7070074,11.262997,-9.5083885,16.244326,-3.268685,9.444051,-0.46132046,9.246786,-1.8061035,9.006501,0.12943095,5.7980776,-2.4128718,5.0956693,-5.36582,5.2511706,-3.8911545,6.84195,0.009070194,6.483643,-0.059180647,3.7856216,-0.1091718,3.067731,-0.016688881,1.9775406,0.04399387,1.7283455,0.00898432,2.3894582,-0.032453295,1.5285804,-0.0498003,1.1583067,0.03196522,1.2291456,0.07214587,0.7717887,0.0024149246,0.89464206,-0.03032517,0.9361251,0.0040307236,1.0964257,-0.32588878,3.3463051,-0.13264808,2.304372,0.12859435,1.6097987,0.09284097,1.3691125,0.024195334,1.0542077,0.06624395,1.2647313,0.058101084,1.0653797,-0.0059336945,0.84933454,-0.011341131,0.767698,0.013891018,0.66178495,0.031545423,0.64216554,0.03470388,0.6870564,0.026558783,0.6952143,0.54759884,0.2769723,0.5861374,0.2958545,0.6138749,0.30228055,0.63905525,0.31195012,0.6246521,0.30988607,0.6199175,0.2918051,0.614966,0.26868594,0.65545386,0.25368026,0.66552067,0.27013063,0.65690017,0.2631085,0.6525576,0.29949516,0.5959036,0.29794568,12.66093376895814,4.6705647409209625,11.680614027318008,3.4937741885706264,13.896734947187054,5.016718859978178,13.827610526706717,4.106240318166093,14.785665346158513,2.568490903672874,14.246937105157048,2.2770826417691703,13.490502955337716,0.9248440972887315,0.011375846,0.015034961,0.3297063654119318,0.11428661903496523,906.1408540816082,82.09271612599112,877.4657864797207,89.0625233789201,hungry,F1AF5794-AD3B-4181-B010-AB835E5BDA64-1430441342-1_noise0.003.wav,noise_0.003
-270.46628,31.489819,18.169233,20.212982,-1.66457,14.684939,-1.2339007,10.919171,-2.0924444,10.062878,-6.5887036,13.915676,-2.3574805,8.280492,0.6474068,8.099072,0.21163478,7.734747,0.06899111,4.974575,-1.2799132,4.650514,-3.419318,5.326406,-3.1449885,6.737872,0.0138856,5.0817785,-0.04481017,3.1624136,-0.090700604,2.3382385,-0.01868861,1.7413093,0.053429652,1.7049716,0.023321584,2.1482897,-0.03937472,1.4896268,-0.03314938,1.0088613,0.020513598,1.0439135,0.041702118,0.7545785,0.0036335876,0.764886,-0.03744336,0.99504745,-0.02362269,1.0899898,-0.26923025,2.7252448,-0.10802882,1.9278532,0.092385516,1.3788854,0.077666186,1.2279689,0.019666906,1.0064704,0.03886375,1.1378998,0.04204523,0.93191075,0.009473616,0.71893734,0.005522924,0.6549589,0.024669595,0.5443461,0.026155988,0.5734296,0.026608555,0.72720647,0.03334509,0.7201806,0.625543,0.29140243,0.66525596,0.2996046,0.67557305,0.30236942,0.6934114,0.31142524,0.6870609,0.3064604,0.6458466,0.2720008,0.64519405,0.26104328,0.6654789,0.24625841,0.68510675,0.25792688,0.6784797,0.25693735,0.66692084,0.28729555,0.62631154,0.28931662,12.31577680058218,4.712336769801879,11.15135129785707,3.4230784463251696,13.647633354066194,4.5436284802215265,13.903024335300609,3.8902382254412817,14.228866695303486,2.3720121638430216,13.915492697815752,1.5904741685174035,13.392386494219991,0.9400146237230397,0.01335609,0.0142905675,0.3889585552793561,0.11951791948579023,908.138348523314,78.6378608891779,900.6291202230518,91.5033628820945,hungry,F1AF5794-AD3B-4181-B010-AB835E5BDA64-1430441342-1_noise0.006.wav,noise_0.006
-306.51572,77.96512,145.9684,33.535553,-94.582214,38.962547,-13.556607,26.166082,10.76817,21.78994,-42.516052,14.480932,2.8299582,12.212399,8.732419,10.26102,-18.622137,8.977933,2.4083028,11.658268,-8.78046,7.8979087,-18.749279,9.733844,4.389215,14.312929,0.43854412,12.783122,0.1066099,6.7650394,-0.35123187,5.74246,-0.07392632,3.240627,0.0056291837,2.359344,-0.11860624,2.2170992,0.023541871,1.6890371,0.083388925,1.4691919,-0.0051439484,1.284101,-0.032967877,1.8095638,-0.05259587,1.2239697,0.018658966,1.6254054,0.100447014,1.9348378,0.36742172,6.7801976,0.25100636,3.7695305,-0.07904021,2.78213,-0.06643702,1.5453223,-0.01815679,1.0446632,-0.034158845,1.0832986,0.010399193,0.8937139,-0.00029590665,0.8523505,-0.056283694,0.79071087,-0.043508764,0.86919683,-0.042987686,0.71134365,-0.053014345,0.9622678,-0.0006359129,1.0255662,0.26493153,0.31166387,0.23604499,0.29143384,0.32609138,0.3279522,0.29817948,0.33274457,0.20997468,0.26143748,0.16391447,0.20313878,0.21200411,0.25729078,0.33215576,0.34650472,0.31850722,0.309707,0.32262102,0.3524833,0.34386635,0.35631064,0.34800074,0.35704896,13.531806863661263,4.214077380202726,16.696173514022725,6.462108426044955,22.25616246711349,6.267357431619201,22.837687269360565,5.280280535211965,21.617760441139808,4.367295212180354,43.37848635036012,7.960482200494839,13.404337627175034,1.1178402604636462,0.0794737,0.06208006,0.1217744286380597,0.04599351423730754,411.6649217258132,77.50840237586227,396.5502035487653,53.7984309724053,hungry,F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318416-1.0-m-04-hu_speed0.90.wav,speed_0.90
-305.0493,77.44252,147.22752,33.493553,-94.80155,38.49831,-13.886724,25.924997,10.879681,21.995731,-42.196487,13.694027,2.97385,12.426432,8.785581,10.12972,-18.57442,9.057985,2.3154378,11.266286,-8.791497,8.206414,-18.477142,9.821565,4.5478272,14.764768,0.6312988,13.429679,0.14792942,6.9615746,-0.3969124,6.0297747,-0.08759532,3.3638322,-0.032007877,2.5627942,-0.15110277,2.3190715,0.01761405,1.733273,0.10029508,1.4930896,0.0030229117,1.3914381,-0.06002418,1.8961083,-0.07347045,1.2352623,0.03465409,1.5972179,0.12843183,2.0512717,0.48625982,8.011616,0.3073345,4.6313863,-0.038561866,2.993616,-0.08229047,1.6525211,-0.070211455,1.141524,-0.04073934,1.3401912,0.007840607,0.8478362,-0.009007917,0.8709552,-0.056855977,0.90770435,-0.037562802,0.9364397,-0.023309788,0.79779553,-0.05172966,0.98249716,-0.028449807,1.0806577,0.28182438,0.3221097,0.24843584,0.3021667,0.3370875,0.33327276,0.29614854,0.318911,0.21034177,0.26157826,0.16414435,0.1967001,0.20143206,0.23551205,0.34586737,0.34399888,0.33954582,0.32177502,0.32354367,0.34778503,0.3514288,0.35323933,0.3543054,0.3533102,13.739859092108933,4.351370896235488,16.14811368919105,6.390664201867916,21.81070212505013,6.097747219244448,22.25511041073823,5.228560108868255,21.166832232340074,4.172214316170732,43.00187707479049,8.364536698308612,13.403445217843034,1.4319553245260372,0.07400983,0.053198826,0.12060724431818182,0.0452004796563118,416.2982380689935,76.17706005557045,397.69879952856695,51.90392110497976,hungry,F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318416-1.0-m-04-hu_speed1.10.wav,speed_1.10
-215.64975,69.921745,79.96282,31.585947,-54.281742,35.30607,-15.196438,22.988747,1.7303725,19.621082,-25.089212,13.673104,-1.0230762,9.553919,6.2506986,9.313694,-9.668244,8.111617,-2.3101704,9.223534,-7.7234144,8.017393,-12.25184,8.969592,-0.14560482,12.529001,0.3163699,11.421688,0.081798516,6.266276,-0.24537916,5.297924,-0.11215513,3.4876473,-0.03922796,2.4044445,-0.08227468,2.1142998,0.010391723,1.3753309,0.08848573,1.3182654,0.037093285,1.1951487,-0.051774368,1.4557557,-0.06611657,1.3871922,0.040977612,1.5229306,0.08418719,1.6820605,0.06945748,6.4638085,0.14797206,3.8219748,0.04817242,2.873825,-0.07623967,2.021724,-0.076595746,1.2008401,0.010619145,1.2684306,0.015836535,0.8402273,-0.008683475,0.7433708,-0.022693442,0.685572,-0.04388211,0.78996027,-0.047033373,0.8064194,-0.051581893,0.9392756,-0.024514254,1.0338501,0.2788154,0.3149408,0.26969084,0.29961896,0.35909516,0.33285892,0.30919394,0.3402752,0.23450409,0.28528947,0.18755582,0.2307051,0.23073567,0.26010862,0.35207546,0.34429878,0.33876494,0.3256853,0.34248394,0.36827192,0.3622051,0.36324716,0.36234227,0.35723314,12.099782368558751,4.0891935635154715,15.646992964464559,6.437226192424335,20.823944241740193,6.722719333098077,21.98085143857325,6.044576302891634,20.598072688916357,4.931333723697056,20.668804116985925,6.621400265126541,13.502162919518305,0.9162850139217598,0.11214267,0.085739315,0.1741353218129139,0.09889179871303384,408.7967509195245,71.41358269747151,397.69879952856695,49.1142992683653,hungry,F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318416-1.0-m-04-hu_noise0.003.wav,noise_0.003
-187.16228,61.050434,58.392567,27.956749,-42.382153,31.721725,-15.343726,21.362354,-0.61975014,18.542637,-19.856771,12.704941,-1.6966195,8.271353,5.399263,8.8349695,-6.368644,7.900344,-2.869348,8.086461,-6.762857,7.3625264,-9.931219,8.871997,-0.56328094,11.727167,0.2548353,9.845346,0.057110485,5.5415654,-0.19925526,4.588678,-0.10631198,3.3862731,-0.0528329,2.4196303,-0.08795623,1.9533691,0.014644335,1.2553151,0.08946974,1.2593056,0.029639563,1.1869369,-0.046848632,1.2891468,-0.052728392,1.322548,0.028876282,1.533294,0.07471239,1.6078485,-0.0040072133,5.578254,0.10747384,3.4467885,0.06936286,2.5007029,-0.05481144,1.9652027,-0.06569112,1.2711182,0.03249725,1.18663,0.02224111,0.8520644,-0.008276497,0.76281637,-0.020020798,0.6755016,-0.04177277,0.75620025,-0.047845785,0.78315675,-0.051345605,0.9270752,-0.020101147,1.0224295,0.30588278,0.3342294,0.29664925,0.32134935,0.3829805,0.34852326,0.33205763,0.3531186,0.26490548,0.3135871,0.21613729,0.26418155,0.24950707,0.27265474,0.37407723,0.35414296,0.35714078,0.3378641,0.35769492,0.37269655,0.37897483,0.36780986,0.38300228,0.3660855,11.654974177274834,3.7042672092536866,15.467665296321588,6.288910099342696,20.72833670912534,6.936610195069897,21.646360850751286,6.061710142019231,20.028410465748337,5.168776310427106,18.728475408687423,5.74413912502388,13.36070080735707,0.9328205730382906,0.11265208,0.0852401,0.20018076107201987,0.12341756005440066,410.3660291826013,71.17029520531428,398.84739550836855,49.1142992683653,hungry,F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318416-1.0-m-04-hu_noise0.006.wav,noise_0.006
-361.2621,96.08993,111.56725,54.45133,-27.858334,38.39714,0.62705684,12.158282,3.3567255,9.461394,-39.40145,27.314274,-15.757324,12.740027,4.957318,8.669387,-8.445657,9.187307,-7.5947127,9.769599,-12.352721,8.706074,-14.066609,8.611015,0.96800786,9.4780035,0.58290124,9.144221,0.51243204,4.9770937,0.08675172,3.8713574,0.012058539,1.336347,-0.025123293,1.2153834,-0.13074797,2.7003992,-0.08000132,1.369906,0.010545338,1.0251105,-0.006378759,1.2702643,-0.032392018,1.3823586,-0.044919915,1.2230053,-0.04258814,1.2925473,0.0014333539,1.4249636,-0.020777784,3.5623238,0.01490333,2.0508013,0.05189178,1.4545546,0.01486983,0.64261776,-0.007491707,0.6597981,0.0071649905,1.0993416,0.008024818,0.730679,0.0035392556,0.5967607,0.0060766377,0.66790015,0.006666439,0.6478545,0.007983945,0.67603076,-0.0014408707,0.6354151,-0.0142656425,0.6872875,0.20467038,0.28589693,0.144789,0.20446786,0.1357117,0.22444476,0.1244958,0.18548043,0.23042364,0.31159842,0.3817058,0.3767291,0.42877823,0.3820982,0.31384492,0.36789992,0.20749757,0.3214434,0.19171432,0.3313734,0.16637896,0.26067156,0.20301294,0.28740206,16.950189362635125,3.8717425328495976,21.54119961751458,7.778826206491216,24.198070756978886,7.067385203047724,24.613627947780962,7.523674678815096,23.98833373950154,6.135852377653805,38.11227468390662,9.168050699626285,13.500052669578883,1.450391353341553,0.08721255,0.06880209,0.07515266142695783,0.03567017378466532,387.1882330910965,99.9685804069747,374.29355081837645,47.59610551144266,hungry,e4051e62-d21d-4bb8-a235-fd7e859ad787-1430739655763-1.7-m-04-hu_speed0.90.wav,speed_0.90
-359.84348,97.28755,112.39678,54.866318,-27.885788,38.619576,0.6270529,12.573946,3.6411,9.504964,-39.352196,27.729511,-16.268719,12.735981,4.34018,8.560876,-8.567002,9.162778,-7.320991,8.695757,-11.86627,7.3168964,-13.483254,8.63499,1.1640024,9.543782,0.7799255,10.124769,0.62689376,5.419599,0.016142532,4.2100663,-0.021514457,1.5842118,-0.026593719,1.3641155,-0.16145806,2.9968734,-0.082380615,1.4012567,0.02964865,1.1389925,0.0011196854,1.3646221,-0.019381931,1.4399134,-0.044099532,1.0423989,-0.056425504,1.294605,0.00743725,1.4933242,-0.011507991,4.149454,0.038204886,2.3162827,0.06255321,1.7172735,-0.008498983,0.79936564,-0.020956917,0.7938916,0.016265003,1.2899582,0.011307806,0.7504303,0.0072588604,0.7023023,0.010850711,0.718226,-0.0070957285,0.73389876,-0.007926585,0.606906,0.004591399,0.65199614,0.0016036798,0.7094881,0.1917764,0.26315105,0.13522032,0.20129734,0.12162512,0.21612321,0.13245042,0.20622243,0.24489518,0.31597948,0.39708498,0.37520626,0.42564547,0.38597223,0.31315422,0.36659083,0.21555422,0.33079883,0.18225972,0.31465212,0.1811251,0.28452694,0.22016865,0.31308424,17.17092131255207,4.000587853763153,21.60558832381693,8.16434972504693,24.026022309281874,6.931598182317006,23.707116832960292,6.8812123090366,23.53662401174647,5.831664416865779,38.03525563471973,9.047412350437375,13.642762683531945,1.6393097441673863,0.08998679,0.06935618,0.06698462004151291,0.025209223797089182,363.4874253850567,123.80125204069145,372.1377785978373,45.038011008255296,hungry,e4051e62-d21d-4bb8-a235-fd7e859ad787-1430739655763-1.7-m-04-hu_speed1.10.wav,speed_1.10
-260.847,69.147766,70.150505,43.365257,-13.690701,25.673931,-2.7077384,9.896275,-2.5735693,9.421775,-30.499302,22.0055,-16.74971,12.409477,2.1429248,7.780295,-3.9699552,7.270859,-7.6637235,8.329358,-10.687804,8.037479,-9.71827,7.6879544,-1.4727162,8.347277,0.4530235,7.8947816,0.43915978,4.6373734,0.15256727,3.2716513,0.022204427,1.2528831,-0.04949261,1.3190495,-0.118612655,2.43271,-0.08657706,1.3660592,0.009725634,0.8795442,0.019025467,1.1448927,-0.02961781,1.2670925,-0.06194696,0.9959792,-0.050615206,1.1378541,-0.0168714,1.3679357,-0.055004936,3.6818976,0.045212667,2.3390744,0.07010332,1.4792821,0.029988522,0.71946156,-0.0056149806,0.7862385,0.00934576,1.1690049,0.011449201,0.81352925,-0.013054604,0.64393574,-0.005573725,0.6318012,0.011007364,0.6309146,0.008999496,0.6405737,-0.020082342,0.68226993,-0.012212993,0.7432549,0.2896548,0.35827994,0.25315714,0.34923568,0.2498122,0.3574125,0.25230905,0.35096383,0.34148148,0.3763495,0.47464985,0.38449642,0.49835712,0.37274715,0.37933996,0.37694734,0.26440254,0.35191125,0.22369495,0.33883193,0.25604105,0.35137805,0.30904838,0.37054494,13.023790762498729,4.4151477200128575,20.854106029487887,8.438909964795032,22.79229122090602,7.5696104184160715,22.75641159468837,8.06336105121425,21.897083855555785,6.290796414088866,17.862102633770867,4.66813272851009,13.474697765055604,0.8939611994591661,0.12340546,0.0947782,0.1830483120819398,0.17129058368321468,408.9022482958776,93.88355816413036,376.46181130034495,41.69649525257347,hungry,e4051e62-d21d-4bb8-a235-fd7e859ad787-1430739655763-1.7-m-04-hu_noise0.003.wav,noise_0.003
